,year,state,state_po,num_ballots,procedural_cost
0,2000,ILLINOIS,IL,871,457.27
1,2002,ILLINOIS,IL,388,203.70
2,2004,ILLINOIS,IL,599,314.47
3,2006,ILLINOIS,IL,835,438.37
4,2008,ILLINOIS,IL,579,303.97
5,2010,ILLINOIS,IL,4312,2263.80
6,2012,ILLINOIS,IL,3016,1583.40
7,2014,ILLINOIS,IL,814,427.35
8,2016,ILLINOIS,IL,531,278.77
9,2018,ILLINOIS,IL,1493,783.82
10,2020,ILLINOIS,IL,1146,601.65
11,2022,ILLINOIS,IL,699,366.97
