,year,state,state_po,num_ballots,procedural_cost
0,2000,MONTANA,MT,135,70.87
1,2002,MONTANA,MT,22,11.55
2,2004,MONTANA,MT,23,12.07
3,2006,MONTANA,MT,36,18.90
4,2008,MONTANA,MT,23,12.07
5,2010,MONTANA,MT,27,14.17
6,2012,MONTANA,MT,68,35.70
7,2014,MONTANA,MT,47,24.67
8,2016,MONTANA,MT,45,23.62
9,2018,MONTANA,MT,149,78.22
10,2020,MONTANA,MT,55,28.87
11,2022,MONTANA,MT,247,129.67
