,year,state,state_po,num_ballots,procedural_cost
0,2000,ALABAMA,AL,91,47.77
1,2002,ALABAMA,AL,395,207.37
2,2004,ALABAMA,AL,94,49.35
3,2006,ALABAMA,AL,94,49.35
4,2008,ALABAMA,AL,1479,776.47
5,2010,ALABAMA,AL,383,201.07
6,2012,ALABAMA,AL,121,63.52
7,2014,ALABAMA,AL,88,46.20
8,2016,ALABAMA,AL,158,82.95
9,2018,ALABAMA,AL,127,66.67
10,2020,ALABAMA,AL,78,40.95
11,2022,ALABAMA,AL,110,57.75
