,year,state,state_po,num_ballots,procedural_cost
0,2000,NEBRASKA,NE,52,27.30
1,2002,NEBRASKA,NE,43,22.57
2,2004,NEBRASKA,NE,101,53.02
3,2006,NEBRASKA,NE,187,98.17
4,2008,NEBRASKA,NE,217,113.92
5,2010,NEBRASKA,NE,64,33.60
6,2012,NEBRASKA,NE,327,171.67
7,2014,NEBRASKA,NE,246,129.15
8,2016,NEBRASKA,NE,609,319.72
9,2018,NEBRASKA,NE,398,208.95
10,2020,NEBRASKA,NE,198,103.95
11,2022,NEBRASKA,NE,290,152.25
