,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
1944,Idaho 1,0.63,0.308,22,2012,IDAHO,11.55,ID
1945,Idaho 2,0.652,0.348,24,2012,IDAHO,12.60,ID
