,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
2047,Nebraska 1,0.683,0.317,20,2012,NEBRASKA,10.50,NE
2048,Nebraska 2,0.512,0.488,292,2012,NEBRASKA,153.30,NE
2049,Nebraska 3,0.742,0.258,15,2012,NEBRASKA,7.87,NE
