,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
1973,Iowa 1,0.569,0.417,47,2012,IOWA,24.67,IA
1974,Iowa 2,0.554,0.425,55,2012,IOWA,28.87,IA
1975,Iowa 3,0.523,0.436,81,2012,IOWA,42.52,IA
1976,Iowa 4,0.532,0.446,82,2012,IOWA,43.05,IA
