,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
2098,Tennessee 1,0.761,0.199,13,2012,TENNESSEE,6.82,TN
2099,Tennessee 2,0.744,0.206,14,2012,TENNESSEE,7.35,TN
2100,Tennessee 3,0.614,0.355,28,2012,TENNESSEE,14.70,TN
2101,Tennessee 4,0.558,0.442,61,2012,TENNESSEE,32.02,TN
2102,Tennessee 5,0.652,0.328,22,2012,TENNESSEE,11.55,TN
2103,Tennessee 6,0.766,0.144,12,2012,TENNESSEE,6.30,TN
2104,Tennessee 7,0.71,0.24,15,2012,TENNESSEE,7.87,TN
2105,Tennessee 8,0.683,0.284,18,2012,TENNESSEE,9.45,TN
2106,Tennessee 9,0.751,0.238,14,2012,TENNESSEE,7.35,TN
