,year,state,state_po,margin,num_ballots,procedural_cost
0,2000,NEW HAMPSHIRE,NH,0.012671306896557783,553,387.1
1,2004,NEW HAMPSHIRE,NH,0.013672678379506021,512,358.4
2,2008,NEW HAMPSHIRE,NH,0.0960546858517237,73,51.1
3,2012,NEW HAMPSHIRE,NH,0.05575887658023101,126,88.2
4,2016,NEW HAMPSHIRE,NH,0.0036759568773713685,1905,1333.5
5,2020,NEW HAMPSHIRE,NH,0.07351565775470055,96,67.2
6,2024,NEW HAMPSHIRE,NH,0.027999999999999973,251,175.7
