,year,state,state_po,margin,num_ballots,procedural_cost
0,2000,KENTUCKY,KY,0.15128300777278245,47,32.9
1,2004,KENTUCKY,KY,0.19862440850790866,36,25.2
2,2008,KENTUCKY,KY,0.16230907358947128,44,30.8
3,2012,KENTUCKY,KY,0.22691813764875818,31,21.7
4,2016,KENTUCKY,KY,0.29837450218252326,24,16.8
5,2020,KENTUCKY,KY,0.259350570581364,27,18.9
6,2024,KENTUCKY,KY,0.30699999999999994,23,16.1
