,year,state,state_abbr,margin,num_ballots
0,2000,MAINE,ME,0.0511416547896112,137
1,2004,MAINE,ME,0.08996398254746528,78
2,2008,MAINE,ME,0.17321718960067728,41
3,2012,MAINE,ME,0.15043642153656805,47
4,2016,MAINE,ME,0.02868536012810082,245
5,2020,MAINE,ME,0.08974351235354126,79
6,2024,MAINE,ME,0.06700000000000003,105
