,year,state,state_abbr,margin,num_ballots
0,2000,ARIZONA,AZ,0.06286553143048114,112
1,2004,ARIZONA,AZ,0.10472601157218205,67
2,2008,ARIZONA,AZ,0.0851999694786296,83
3,2012,ARIZONA,AZ,0.09064766224175319,78
4,2016,ARIZONA,AZ,0.03545594627627843,198
5,2020,ARIZONA,AZ,0.0030870958390187423,2268
6,2024,ARIZONA,AZ,0.055,128
