,year,state,state_po,margin,num_ballots,procedural_cost
0,2000,NEBRASKA,NE,0.2899232302132367,25,13.12
1,2004,NEBRASKA,NE,0.33216480378726937,22,11.55
2,2008,NEBRASKA,NE,0.14933587592866923,47,24.67
3,2012,NEBRASKA,NE,0.21775877761119064,33,17.32
4,2016,NEBRASKA,NE,0.2504859474999023,28,14.70
5,2020,NEBRASKA,NE,0.19057532390266244,37,19.42
6,2024,NEBRASKA,NE,0.21100000000000002,34,17.85
