,year,state,state_po,margin,num_ballots,procedural_cost
0,2000,DISTRICT OF COLUMBIA,DC,0.7620335423539085,10,7.0
1,2004,DISTRICT OF COLUMBIA,DC,0.7984410288857838,9,6.3
2,2008,DISTRICT OF COLUMBIA,DC,0.8592455229017539,9,6.3
3,2012,DISTRICT OF COLUMBIA,DC,0.8363482251058673,9,6.3
4,2016,DISTRICT OF COLUMBIA,DC,0.8641350075981764,9,6.3
5,2024,DISTRICT OF COLUMBIA,DC,0.8590000000000001,9,6.3
