,year,state,state_po,margin,num_ballots,procedural_cost
0,2000,OKLAHOMA,OK,0.21880947538908907,32,22.4
1,2004,OKLAHOMA,OK,0.3114080332951212,23,16.1
2,2008,OKLAHOMA,OK,0.31290162245387004,23,16.1
3,2012,OKLAHOMA,OK,0.3354463948603312,21,14.7
4,2016,OKLAHOMA,OK,0.3639118453508347,20,14.0
5,2020,OKLAHOMA,OK,0.3308709751207632,22,15.4
6,2024,OKLAHOMA,OK,0.343,21,14.7
