,year,state,state_po,margin,num_ballots,procedural_cost
0,2000,TEXAS,TX,0.2131664137653241,33,23.1
1,2004,TEXAS,TX,0.22861562306320185,31,21.7
2,2008,TEXAS,TX,0.11769239006436781,60,42.0
3,2012,TEXAS,TX,0.1578361918429553,45,31.5
4,2016,TEXAS,TX,0.08999427598323423,78,54.6
5,2020,TEXAS,TX,0.05578593689682137,126,88.2
6,2024,TEXAS,TX,0.13899999999999998,51,35.7
