,year,state,state_abbr,margin,num_ballots
0,2000,KANSAS,KS,0.20803270982712438,34
1,2004,KANSAS,KS,0.2538088630998286,28
2,2008,KANSAS,KS,0.14960287149478263,47
3,2012,KANSAS,KS,0.21716749815297107,33
4,2016,KANSAS,KS,0.20602211073605076,34
5,2020,KANSAS,KS,0.1465295929543257,48
6,2024,KANSAS,KS,0.16200000000000003,44
