,year,state,state_abbr,margin,num_ballots
0,2000,MASSACHUSETTS,MA,0.2699322302707717,26
1,2004,MASSACHUSETTS,MA,0.2502825833360376,28
2,2008,MASSACHUSETTS,MA,0.2562823981347053,28
3,2012,MASSACHUSETTS,MA,0.2301918600488161,31
4,2016,MASSACHUSETTS,MA,0.2676386230581614,27
5,2020,MASSACHUSETTS,MA,0.33214826114234397,22
6,2024,MASSACHUSETTS,MA,0.24799999999999997,29
