,year,state,state_po,margin,num_ballots,procedural_cost
0,2000,WASHINGTON,WA,0.05579567369251755,126,88.2
1,2004,WASHINGTON,WA,0.07180866319422584,98,68.6
2,2008,WASHINGTON,WA,0.17176587271533464,41,28.7
3,2012,WASHINGTON,WA,0.14868776867563627,48,33.6
4,2016,WASHINGTON,WA,0.1570599987518914,45,31.5
5,2020,WASHINGTON,WA,0.19203323391959792,37,25.9
6,2024,WASHINGTON,WA,0.184,39,27.3
