,year,state,state_abbr,margin,num_ballots
0,2000,MONTANA,MT,0.25074333432282364,28
1,2004,MONTANA,MT,0.20503114773751538,35
2,2008,MONTANA,MT,0.022639861745040388,310
3,2012,MONTANA,MT,0.136533980101147,52
4,2016,MONTANA,MT,0.20530973093426838,35
5,2020,MONTANA,MT,0.16369099878411195,43
6,2024,MONTANA,MT,0.19899999999999998,36
