,year,state,state_po,margin,num_ballots,procedural_cost
0,2000,VERMONT,VT,0.09937548418663442,71,49.7
1,2004,VERMONT,VT,0.20136147213176694,35,24.5
2,2008,VERMONT,VT,0.3700645447105948,19,13.3
3,2012,VERMONT,VT,0.35597915065655383,20,14.0
4,2016,VERMONT,VT,0.25963359721905843,27,18.9
5,2020,VERMONT,VT,0.3507472342627936,20,14.0
6,2024,VERMONT,VT,0.31800000000000006,23,16.1
