,year,state,state_po,margin,num_ballots,procedural_cost
0,2000,IDAHO,ID,0.3953231063664364,18,9.45
1,2004,IDAHO,ID,0.3812602778186291,19,9.98
2,2008,IDAHO,ID,0.2542610384020076,28,14.7
3,2012,IDAHO,ID,0.3190744993668305,22,11.55
4,2016,IDAHO,ID,0.31769418548217687,23,12.08
5,2020,IDAHO,ID,0.3077116267709968,23,12.08
6,2024,IDAHO,ID,0.36500000000000005,20,10.5
