,year,state,state_po,margin,num_ballots,procedural_cost
0,2000,SOUTH DAKOTA,SD,0.22732547293601332,31,16.27
1,2004,SOUTH DAKOTA,SD,0.21467485800394112,33,17.32
2,2008,SOUTH DAKOTA,SD,0.08411545258197527,84,44.10
3,2012,SOUTH DAKOTA,SD,0.1802317111718868,39,20.47
4,2016,SOUTH DAKOTA,SD,0.29793322219009816,24,12.60
5,2020,SOUTH DAKOTA,SD,0.26164137536114945,27,14.18
6,2024,SOUTH DAKOTA,SD,0.292,24,12.60
