,year,state,state_abbr,margin,num_ballots
0,2000,CALIFORNIA,CA,0.11798240022498997,60
1,2004,CALIFORNIA,CA,0.09947861557432593,71
2,2008,CALIFORNIA,CA,0.24057779514669772,30
3,2012,CALIFORNIA,CA,0.23118580620984838,31
4,2016,CALIFORNIA,CA,0.3010929306611844,24
5,2020,CALIFORNIA,CA,0.29163223268588595,25
6,2024,CALIFORNIA,CA,0.204,35
