,year,state,state_po,margin,num_ballots,procedural_cost
151,2008,WISCONSIN,WI,0.13904124029594253,51,35.7
152,2008,WYOMING,WY,0.3220428082729184,22,15.4
153,2012,ALABAMA,AL,0.22186789231070347,32,22.4
154,2012,ALASKA,AK,0.1398891828483003,51,35.7
155,2012,ARIZONA,AZ,0.09064766224175319,78,54.6
156,2012,ARKANSAS,AR,0.23687945782389,30,21.0
157,2012,CALIFORNIA,CA,0.23118580620984838,31,21.7
158,2012,COLORADO,CO,0.05365134912567192,131,91.7
159,2012,CONNECTICUT,CT,0.17339899011939386,41,28.7
160,2012,DELAWARE,DE,0.18628137911039164,38,26.6
161,2012,DISTRICT OF COLUMBIA,DC,0.8363482251058673,9,6.3
162,2012,FLORIDA,FL,0.008768873067231646,799,559.3
163,2012,GEORGIA,GA,0.07821282510642436,90,63.0
164,2012,HAWAII,HI,0.4246578476023598,17,11.9
165,2012,IDAHO,ID,0.3190744993668305,22,15.4
166,2012,ILLINOIS,IL,0.1686939409166019,42,29.4
167,2012,INDIANA,IN,0.10198229476166054,69,48.3
168,2012,IOWA,IA,0.0581014802361299,121,84.7
169,2012,KANSAS,KS,0.21716749815297107,33,23.1
170,2012,KENTUCKY,KY,0.22691813764875818,31,21.7
171,2012,LOUISIANA,LA,0.17207112105172098,41,28.7
172,2012,MAINE,ME,0.15043642153656805,47,32.9
173,2012,MARYLAND,MD,0.26076458440373107,27,18.9
174,2012,MASSACHUSETTS,MA,0.2301918600488161,31,21.7
175,2012,MICHIGAN,MI,0.09497288183098529,74,51.8
176,2012,MINNESOTA,MN,0.07694102046577612,91,63.7
177,2012,MISSISSIPPI,MS,0.1149648719959178,61,42.7
178,2012,MISSOURI,MO,0.09380257590423756,75,52.5
179,2012,MONTANA,MT,0.136533980101147,52,36.4
180,2012,NEBRASKA,NE,0.21775877761119064,33,23.1
181,2012,NEVADA,NV,0.06680933829136936,105,73.5
182,2012,NEW HAMPSHIRE,NH,0.05575887658023101,126,88.2
183,2012,NEW JERSEY,NJ,0.17718790083493222,40,28.0
184,2012,NEW MEXICO,NM,0.10149433881376649,69,48.3
185,2012,NEW YORK,NY,0.2951938684664309,24,16.8
186,2012,NORTH CAROLINA,NC,0.020420955250753988,343,240.1
187,2012,NORTH DAKOTA,ND,0.19618371669577497,36,25.2
188,2012,OHIO,OH,0.02978306779897298,236,165.2
189,2012,OKLAHOMA,OK,0.3354463948603312,21,14.7
190,2012,OREGON,OR,0.1208945547625568,58,40.6
191,2012,PENNSYLVANIA,PA,0.053959916684662594,130,91.0
192,2012,RHODE ISLAND,RI,0.27457297292449934,26,18.2
193,2012,SOUTH CAROLINA,SC,0.10473097848499938,67,46.9
194,2012,SOUTH DAKOTA,SD,0.1802317111718868,39,27.3
195,2012,TENNESSEE,TN,0.20402899726142398,35,24.5
196,2012,TEXAS,TX,0.1578361918429553,45,31.5
197,2012,UTAH,UT,0.4804086727472873,15,10.5
198,2012,VERMONT,VT,0.35597915065655383,20,14.0
199,2012,VIRGINIA,VA,0.038733538998295236,181,126.7
200,2012,WASHINGTON,WA,0.14868776867563627,48,33.6
201,2012,WEST VIRGINIA,WV,0.2675653826304595,27,18.9
202,2012,WISCONSIN,WI,0.06837815821534828,103,72.1
203,2012,WYOMING,WY,0.4055667907188244,18,12.6
204,2016,ALABAMA,AL,0.27725146606435425,26,18.2
205,2016,ALASKA,AK,0.147306407874253,48,33.6
206,2016,ARIZONA,AZ,0.03545594627627843,198,138.6
