,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
3058,Kansas 1,0.787,0.199,12,2006,KANSAS,6.30,KS
3059,Kansas 2,0.506,0.471,200,2006,KANSAS,105.00,KS
3060,Kansas 3,0.645,0.338,23,2006,KANSAS,12.07,KS
3061,Kansas 4,0.637,0.338,24,2006,KANSAS,12.60,KS
