,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
3076,Maine 1,0.608,0.313,24,2006,MAINE,12.60,ME
3077,Maine 2,0.705,0.295,18,2006,MAINE,9.45,ME
